City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
269,Aripuana,BR,2021-05-26 23:08:50,-9.1667,-60.6333,77.54,66,15,1.86
270,Seymchan,RU,2021-05-26 23:08:50,62.8833,152.4333,49.39,46,100,14.67
271,La Sarre,CA,2021-05-26 23:08:50,48.8002,-79.1996,47.39,57,84,17.07
272,Port Elizabeth,ZA,2021-05-26 23:08:51,-33.918,25.5701,52.11,83,99,4.68
273,Sibolga,ID,2021-05-26 23:08:51,1.7427,98.7792,78.17,86,100,2.73
274,Sikasso,ML,2021-05-26 23:08:51,10.9167,-7.0,87.21,44,94,7.16
275,Saint George,US,2021-05-26 23:08:51,37.1041,-113.5841,91.87,10,1,1.99
276,Nome,US,2021-05-26 23:08:52,64.5011,-165.4064,66.27,20,1,9.22
277,General Pico,AR,2021-05-26 23:08:52,-35.6566,-63.7568,58.14,55,41,5.79
278,Luderitz,NA,2021-05-26 23:08:52,-26.6481,15.1594,63.79,64,62,3.38
279,Arusha,TZ,2021-05-26 23:08:53,-3.3667,36.6833,57.07,92,58,4.21
280,Zabaykalsk,RU,2021-05-26 23:08:53,49.6333,117.3167,49.64,59,13,3.94
281,Nuuk,GL,2021-05-26 23:08:53,64.1835,-51.7216,50.61,40,40,20.71
282,Avallon,FR,2021-05-26 23:08:55,47.4833,3.9,48.94,98,100,1.72
283,Scarborough,GB,2021-05-26 23:06:09,54.2797,-0.4044,48.9,88,55,8.75
284,Dumai,ID,2021-05-26 23:07:19,1.6833,101.45,74.23,98,99,2.06
285,Pisco,PE,2021-05-26 23:08:55,-13.7,-76.2167,66.25,88,20,6.91
286,Duayaw Nkwanta,GH,2021-05-26 23:08:55,7.1724,-2.1028,72.81,97,98,1.86
287,Slavgorodskoye,RU,2021-05-26 23:08:56,53.0214,78.6435,71.11,49,84,9.8
288,Rio Grande,BR,2021-05-26 23:08:56,-32.035,-52.0986,52.95,76,30,7.87
289,Manono,CD,2021-05-26 23:08:56,-7.3,27.4167,66.06,58,0,2.66
290,Faya,SA,2021-05-26 23:08:57,18.3851,42.4509,66.72,35,1,0.87
291,Glenwood Springs,US,2021-05-26 23:04:24,39.5505,-107.3248,77.92,34,99,16.31
