City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Iqaluit,CA,63.7506,-68.5145,33.53,86,75,5.99,light snow
347,Oda,JP,35.1833,132.5,62.13,79,100,7.52,light rain
348,Nome,US,64.5011,-165.4064,33.87,86,90,5.75,light snow
349,Havoysund,NO,70.9963,24.6622,43.68,77,90,13.89,overcast clouds
350,Tawau,MY,4.2498,117.8871,79.66,80,94,2.62,overcast clouds
351,Black River,JM,18.0264,-77.8487,86.0,57,3,16.73,clear sky
352,Ngunguru,NZ,-35.6167,174.5,60.17,84,100,20.58,light rain
353,Xianyang,CN,34.3378,108.7026,72.64,53,0,2.86,clear sky
354,Falam,MM,22.9167,93.6833,63.88,88,72,3.24,broken clouds
355,Kavaratti,IN,10.5669,72.642,82.74,77,100,13.91,overcast clouds
356,Dauphin,CA,51.1494,-100.0502,79.88,51,99,12.12,overcast clouds
357,Muros,ES,42.7762,-9.0603,77.68,51,6,14.52,clear sky
358,Nanortalik,GL,60.1432,-45.2371,45.79,66,98,11.86,overcast clouds
359,Hasaki,JP,35.7333,140.8333,66.6,80,95,6.71,overcast clouds
360,Pomoryany,UA,49.6409,24.9307,63.09,81,93,3.42,overcast clouds
361,Inuvik,CA,68.3499,-133.7218,33.84,85,100,11.21,overcast clouds
362,Aasiaat,GL,68.7098,-52.8699,38.35,80,65,10.8,broken clouds
363,Dongkan,CN,33.9997,119.8308,76.51,49,54,12.01,light rain
364,Lexington Park,US,38.2668,-76.4538,90.36,54,1,1.99,clear sky
365,Pingliang,CN,35.5392,106.6861,66.16,25,50,3.65,scattered clouds
366,Nisia Floresta,BR,-6.0911,-35.2086,86.81,59,30,13.65,scattered clouds
367,Lavumisa,SZ,-27.31,31.892,58.01,76,30,3.38,scattered clouds
368,Fengzhen,CN,40.4394,113.1536,61.05,30,42,3.27,scattered clouds
369,Udachnyy,RU,66.4167,112.4,43.11,56,14,13.71,few clouds
370,Kabare,CD,-2.4683,28.8242,62.44,93,80,2.89,broken clouds
371,Teya,RU,60.3778,92.6267,46.4,61,45,9.31,scattered clouds
372,Pandan,PH,14.0453,124.1694,80.08,84,39,5.73,scattered clouds
373,Mayumba,GA,-3.432,10.6554,78.49,84,67,6.73,broken clouds
374,Carlsbad,US,33.1581,-117.3506,80.28,77,90,4.0,overcast clouds
375,Lucknow,IN,26.85,80.9167,87.78,70,75,5.01,haze
376,Ada,US,43.4166,-116.1262,78.15,22,1,13.0,clear sky
377,Salto Del Guaira,PY,-24.0625,-54.3069,82.69,40,49,9.64,scattered clouds
378,Mlimba,TZ,-8.8,35.8167,69.98,90,84,2.66,light rain
379,Male,MV,4.1748,73.5089,82.71,78,87,15.93,overcast clouds
380,Adeje,ES,28.1227,-16.726,72.52,52,20,5.99,few clouds
381,Andenes,NO,69.3143,16.1194,51.46,81,30,9.22,scattered clouds
382,Poum,NC,-20.2333,164.0167,73.45,80,100,23.15,overcast clouds
383,Tirumullaivasal,IN,11.2333,79.8333,81.91,78,100,11.99,overcast clouds
384,Zhengjiatun,CN,43.5064,123.5064,58.08,73,100,7.49,overcast clouds
385,Asau,RO,46.4333,26.4,68.92,93,83,4.9,broken clouds
386,Mildura,AU,-34.2,142.15,49.98,86,2,7.72,clear sky
387,Houma,US,29.5958,-90.7195,75.99,90,90,12.66,light rain
388,Alamosa,US,37.4695,-105.87,76.51,37,1,0.0,clear sky
389,Karatau,KZ,43.1667,70.4667,75.61,41,56,17.18,broken clouds
390,Santa Rosalia,MX,27.3167,-112.2833,89.53,26,1,2.89,clear sky
391,Biograd Na Moru,HR,43.9433,15.4519,77.7,55,1,3.47,clear sky
392,Ngawi,ID,-7.4038,111.4461,75.74,87,73,1.5,broken clouds
393,Yartsevo,RU,55.0667,32.6964,61.84,68,77,2.71,broken clouds
394,Shediac,CA,46.2198,-64.5411,83.08,49,90,13.22,overcast clouds
395,Toyokawa,JP,34.8167,137.4,69.17,89,100,2.08,overcast clouds
396,Cockburn Town,TC,21.4612,-71.1419,85.96,62,40,16.11,scattered clouds
397,Srednekolymsk,RU,67.45,153.6833,59.81,42,4,17.07,clear sky
398,Nosy Varika,MG,-20.5833,48.5333,72.77,82,45,3.0,light rain
399,Antofagasta,CL,-23.65,-70.4,63.68,70,4,6.62,clear sky
400,Saint-Francois,FR,46.4154,3.9054,60.67,87,90,6.91,overcast clouds
401,Copiapo,CL,-27.3667,-70.3333,60.49,47,33,4.99,scattered clouds
402,Manta,EC,-0.95,-80.7333,82.18,69,40,6.91,scattered clouds
403,Ust-Nera,RU,64.5667,143.2,60.24,53,19,3.11,few clouds
404,Coihaique,CL,-45.5752,-72.0662,48.15,49,40,2.3,scattered clouds
405,Scottsbluff,US,41.8666,-103.6672,90.79,30,1,4.0,clear sky
406,Roma,US,43.2128,-75.4557,85.86,46,20,18.41,few clouds
407,Tura,IN,25.5198,90.2201,74.66,95,76,7.09,broken clouds
408,Meulaboh,ID,4.1363,96.1285,76.66,85,100,3.74,overcast clouds
409,Taua,BR,-5.9667,-40.3,92.12,23,1,11.41,clear sky
410,Oktyabrskoye,RU,43.0645,44.7417,57.34,93,90,1.59,overcast clouds
411,Kumluca,TR,36.3703,30.2869,71.47,62,22,5.21,few clouds
412,Hofn,IS,64.2539,-15.2082,48.67,82,98,5.75,overcast clouds
413,Artyom,AZ,40.4723,50.333,69.94,76,20,20.62,few clouds
414,Malanje,AO,-9.5402,16.341,67.71,39,100,3.27,overcast clouds
415,Ochakiv,UA,46.6128,31.5498,69.94,64,74,7.14,broken clouds
416,Libertador General San Martin,AR,-23.8064,-64.7876,81.97,36,33,4.94,scattered clouds
417,Poya,NC,-21.35,165.15,70.25,86,100,9.51,overcast clouds
418,Oktyabrskiy,RU,54.4815,53.471,54.45,74,63,3.56,broken clouds
419,Kuloy,RU,61.0305,42.4925,70.48,52,15,2.59,few clouds
420,Portland,US,45.5234,-122.6762,63.66,69,90,1.01,overcast clouds
421,Edgewater,US,28.9889,-80.9023,92.19,62,75,11.5,broken clouds
422,Kuzhithurai,IN,8.3167,77.1833,78.48,87,100,6.55,overcast clouds
423,Ixtapa,MX,20.7,-105.2,85.23,66,20,8.05,few clouds
424,Spirit River,CA,55.7833,-118.8361,61.75,38,27,15.66,scattered clouds
425,Madisonville,US,37.3281,-87.4989,85.95,45,23,4.12,few clouds
426,Nantucket,US,41.2835,-70.0995,73.08,88,75,10.36,broken clouds
427,Nemuro,JP,43.3236,145.575,52.86,85,59,15.26,broken clouds
428,Tambopata,PE,-12.7333,-69.1833,85.89,66,40,3.51,scattered clouds
429,Lufilufi,WS,-13.8745,-171.5986,73.18,76,17,3.94,light rain
430,Kenai,US,60.5544,-151.2583,61.03,66,1,8.05,clear sky
431,Darhan,MN,49.4867,105.9228,67.28,54,100,7.2,moderate rain
432,Waddan,LY,29.1614,16.139,88.47,12,24,12.97,few clouds
433,Aklavik,CA,68.2191,-135.0107,33.8,100,90,12.66,overcast clouds
434,Mugur-Aksy,RU,50.35,90.5,32.23,69,33,9.93,snow
435,Kaeo,NZ,-35.1,173.7833,60.33,94,100,16.02,light rain
436,Lagoa,PT,39.05,-27.9833,63.16,80,0,1.92,clear sky
437,Kahta,TR,37.7855,38.6237,76.37,24,10,5.28,clear sky
438,Waipawa,NZ,-41.4122,175.5153,56.03,79,83,5.84,broken clouds
439,Baykit,RU,61.67,96.37,38.97,73,34,4.21,scattered clouds
440,Port Blair,IN,11.6667,92.75,84.18,77,100,12.06,overcast clouds
441,Raudeberg,NO,61.9875,5.1352,57.87,89,99,3.56,light rain
442,Kedrovyy,RU,56.1667,91.8167,45.01,76,75,4.18,broken clouds
443,Necocli,CO,8.4234,-76.786,85.08,73,100,3.94,overcast clouds
444,Amga,RU,60.8953,131.9608,55.92,60,92,3.58,overcast clouds
445,Komsomolskiy,UZ,40.4272,71.7189,83.62,28,16,3.22,few clouds
446,Margau,RO,46.75,22.9667,56.75,90,74,2.64,broken clouds
447,Bauchi,NG,10.5,10.0,89.35,44,33,6.62,scattered clouds
448,Guangyuan,CN,32.442,105.823,70.02,68,78,2.86,broken clouds
449,Port-Gentil,GA,-0.7193,8.7815,79.41,84,96,11.25,overcast clouds
450,Kalmunai,LK,7.4167,81.8167,80.78,78,83,3.94,broken clouds
451,General Roca,AR,-39.0333,-67.5833,55.8,30,0,20.42,clear sky
452,Cayenne,GF,4.9333,-52.3333,80.64,88,75,4.0,light rain
453,Boueni,YT,-12.9025,45.0761,80.58,71,96,19.71,overcast clouds
454,Pangnirtung,CA,66.1451,-65.7125,35.24,93,73,3.31,broken clouds
455,Igarapava,BR,-20.0383,-47.7469,87.06,26,14,7.94,few clouds
456,Huarmey,PE,-10.0681,-78.1522,70.97,70,34,12.39,scattered clouds
457,Grand Baie,MU,-20.0182,57.5802,74.44,80,7,3.0,clear sky
458,Rio Grande,BR,-32.035,-52.0986,73.51,70,33,2.91,scattered clouds
459,San Jeronimo,PE,-11.9472,-75.2829,60.84,43,11,3.56,few clouds
460,Bud,US,39.447,-86.1758,83.91,57,0,10.04,clear sky
461,Antalaha,MG,-14.9003,50.2788,73.47,88,95,3.15,overcast clouds
462,Kyshtovka,RU,56.555,76.6271,54.32,82,56,10.92,broken clouds
463,Daru,PG,-9.0763,143.2092,76.23,91,100,10.76,overcast clouds
464,Thinadhoo,MV,0.5333,72.9333,83.07,78,100,14.83,overcast clouds
465,Bethel,US,41.3712,-73.414,90.36,57,1,1.99,clear sky
466,General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,79.02,52,100,8.08,overcast clouds
467,Kortkeros,RU,61.8106,51.5806,75.2,47,41,5.53,scattered clouds
468,Vanimo,PG,-2.6741,141.3028,75.22,87,68,4.0,broken clouds
469,Paducah,US,37.0834,-88.6001,84.56,55,1,4.52,clear sky
470,Tual,ID,-5.6667,132.75,80.91,78,94,18.41,overcast clouds
471,Yebaishou,CN,41.3975,119.6408,60.82,53,78,3.98,broken clouds
472,Konya,TR,38.1667,32.5,58.48,35,25,10.33,scattered clouds
473,Samarai,PG,-10.6167,150.6667,77.72,88,100,15.73,overcast clouds
474,Sioux Lookout,CA,50.1001,-91.917,77.7,46,37,6.6,scattered clouds
475,Ostrovnoy,RU,68.0531,39.5131,43.7,78,83,15.61,broken clouds
476,Yatou,CN,37.15,122.3833,62.91,67,0,5.23,clear sky
477,Evensk,RU,61.95,159.2333,41.29,95,100,3.58,light rain
478,Quatre Cocos,MU,-20.2078,57.7625,74.08,74,16,7.9,few clouds
479,Amuntai,ID,-2.4177,115.2494,76.8,85,100,0.98,overcast clouds
480,Makurdi,NG,7.7411,8.5121,81.34,71,90,8.14,overcast clouds
481,Ornskoldsvik,SE,63.2909,18.7153,72.55,53,90,4.54,overcast clouds
482,Goldap,PL,54.3063,22.3036,64.74,75,15,5.95,few clouds
483,Ahipara,NZ,-35.1667,173.1667,59.52,86,100,16.8,light rain
484,Soe,ID,-9.8607,124.284,64.67,95,36,3.94,scattered clouds
485,Saint-Georges,GD,12.0564,-61.7485,76.68,100,75,5.75,broken clouds
486,Dongsheng,CN,39.8161,109.9776,68.49,16,91,13.04,overcast clouds
487,Kodinsk,RU,58.6881,99.1844,42.94,55,72,2.93,broken clouds
488,Touros,BR,-5.1989,-35.4608,86.9,61,14,16.55,few clouds
489,Bannu,PK,32.9854,70.6027,94.35,22,29,4.85,scattered clouds
490,Kirakira,SB,-10.4544,161.9205,78.15,80,100,3.22,overcast clouds
491,Alta Floresta,BR,-9.8756,-56.0861,88.93,43,100,2.95,overcast clouds
492,Pontianak,ID,-0.0333,109.3333,78.78,100,90,2.57,overcast clouds
493,Lompoc,US,34.6391,-120.4579,69.69,85,90,6.31,overcast clouds
494,Arman,RU,59.7,150.1667,40.68,94,100,8.9,light rain
495,Ormara,PK,25.2088,64.6357,84.07,77,33,5.68,scattered clouds
496,Toora-Khem,RU,52.4675,96.11,41.5,91,99,9.57,overcast clouds
497,Aracati,BR,-4.5617,-37.7697,89.28,46,0,11.16,clear sky
498,Mehamn,NO,71.0357,27.8492,42.35,75,62,17.09,broken clouds
499,Estelle,US,29.8458,-90.1067,75.99,87,90,13.8,light rain
500,Takaka,NZ,-40.85,172.8,58.96,96,100,7.43,moderate rain
501,Anupgarh,IN,29.1911,73.2086,89.35,33,70,13.09,broken clouds
502,Lavrentiya,RU,65.5833,-171.0,32.27,90,96,9.62,overcast clouds
503,Namibe,AO,-15.1961,12.1522,75.0,61,1,3.65,clear sky
504,Tezu,IN,27.9167,96.1667,71.51,97,99,3.22,overcast clouds
505,Poli,TZ,-3.3333,36.8,59.68,72,76,2.44,broken clouds
506,Rochegda,RU,62.8,43.25,70.39,45,6,3.51,clear sky
507,Puerto Madero,MX,14.7208,-92.4215,82.6,89,75,8.05,broken clouds
508,Chimoio,MZ,-19.1164,33.4833,55.26,88,20,5.75,few clouds
509,Zonguldak,TR,41.25,31.8333,52.52,77,39,1.28,scattered clouds
510,Ratnagiri,IN,16.9833,73.3,80.87,82,97,3.4,moderate rain
511,Puerto Lleras,CO,3.0223,-73.4044,86.09,59,61,1.52,broken clouds
512,Bemidji,US,47.4736,-94.8803,93.49,40,1,5.75,clear sky
513,Sebeta,ET,8.9167,38.6167,68.04,32,90,6.89,overcast clouds
514,Syriam,MM,16.7722,96.2378,82.51,83,40,11.52,scattered clouds
515,Bambanglipuro,ID,-7.95,110.2833,59.61,91,81,4.65,broken clouds
516,Alice Springs,AU,-23.7,133.8833,38.75,75,0,5.61,clear sky
517,Rajapur,IN,25.3833,81.15,96.35,34,72,13.24,broken clouds
518,Kushima,JP,31.4583,131.2333,60.85,95,100,5.86,overcast clouds
519,Iberia,US,29.9502,-91.7507,77.97,94,75,11.05,broken clouds
520,Sinop,TR,41.7711,34.8709,55.83,86,93,2.77,overcast clouds
521,Jumla,NP,29.2747,82.1838,56.39,84,66,2.82,broken clouds
522,Namatanai,PG,-3.6667,152.4333,79.2,84,33,7.05,light rain
523,Ginir,ET,7.1333,40.7,60.62,84,77,7.16,broken clouds
524,Hambantota,LK,6.1241,81.1185,79.57,83,52,15.08,broken clouds
525,Svetlyy,RU,54.675,20.1347,64.45,75,19,7.07,few clouds
526,Makushino,RU,55.2103,67.2442,56.16,52,38,6.13,scattered clouds
527,Virginia Beach,US,36.8529,-75.978,88.05,64,75,6.91,broken clouds
528,Tautira,PF,-17.7333,-149.15,77.02,79,77,10.96,broken clouds
529,Tongren,CN,27.7172,109.1853,69.51,80,30,2.64,scattered clouds
530,Khovu-Aksy,RU,51.1333,93.6,40.42,77,94,5.57,overcast clouds
531,Temax,MX,21.15,-88.9333,94.77,39,90,7.02,overcast clouds
532,Sur,OM,22.5667,59.5289,89.96,57,0,11.77,clear sky
533,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,40.44,96,100,17.22,light rain
534,Muisne,EC,0.6,-80.0333,82.51,87,99,11.63,overcast clouds
535,Shanhetun,CN,44.7,127.2,51.21,95,79,5.61,broken clouds
536,Stratonion,GR,40.5141,23.8247,77.36,64,18,6.02,few clouds
537,Matara,LK,5.9485,80.5353,78.6,88,80,10.85,broken clouds
538,Doha,QA,25.2867,51.5333,105.78,13,0,10.36,clear sky
539,Saint-Leu,RE,-21.15,55.2833,74.23,95,13,8.23,light rain
540,Charters Towers,AU,-20.1,146.2667,53.01,52,70,9.33,broken clouds
541,Kristiansund,NO,63.1115,7.732,66.25,59,75,12.66,broken clouds
542,Colares,PT,38.7992,-9.4469,74.44,51,20,21.27,few clouds
543,Porto Santo,PT,33.072,-16.3415,68.38,64,75,14.97,broken clouds
544,Krasnoarmeysk,RU,51.0239,45.6969,60.15,90,97,8.21,overcast clouds
545,Nanchang,CN,28.6833,115.8833,70.52,76,65,3.62,broken clouds
546,Bowen,AU,-20.0167,148.2333,58.95,70,55,9.04,broken clouds
547,Mamallapuram,IN,12.6264,80.1722,86.05,73,100,11.12,overcast clouds
548,Anderson,US,34.5334,-82.6499,88.79,54,40,1.01,scattered clouds
549,Naliya,IN,23.2667,68.8333,86.14,63,2,13.51,clear sky
550,Saveh,IR,35.0213,50.3566,93.22,9,0,12.21,clear sky
551,Tshela,CD,-4.9833,12.9333,78.49,83,98,4.18,overcast clouds
552,Lata,PT,40.1629,-8.3327,81.05,47,7,9.93,clear sky
553,Polignano A Mare,IT,40.9959,17.2159,85.12,53,80,8.34,broken clouds
554,Machico,PT,32.7,-16.7667,71.71,69,40,13.8,scattered clouds
555,Deskati,GR,39.9225,21.8028,70.32,45,73,3.24,broken clouds
556,San Cristobal,VE,7.7669,-72.225,84.38,53,82,7.47,broken clouds
557,Qingdao,CN,36.0986,120.3719,64.0,72,0,4.36,light rain
558,Lac Du Bonnet,CA,50.2536,-96.0612,83.75,29,63,2.1,broken clouds
559,Acarau,BR,-2.8856,-40.12,87.21,52,0,12.53,clear sky
560,Grindavik,IS,63.8424,-22.4338,53.56,93,90,24.56,light intensity drizzle rain
561,Ukiah,US,39.1502,-123.2078,82.04,31,1,4.61,clear sky
562,Sarakhs,IR,36.5449,61.1577,89.74,40,0,0.0,clear sky
563,Tabou,CI,4.423,-7.3528,81.39,79,82,10.11,light rain
564,Emet,TR,39.343,29.2585,56.39,61,25,8.01,scattered clouds
565,Lamar,US,33.6668,-95.5836,78.96,78,75,6.22,broken clouds
566,Sasso Marconi,IT,44.3995,11.2495,81.23,56,20,5.37,few clouds
567,Zambezi,ZM,-13.5432,23.1047,64.58,40,59,4.07,broken clouds
568,Atambua,ID,-9.1061,124.8925,71.08,88,36,4.85,scattered clouds
569,Ibicarai,BR,-14.865,-39.5875,78.66,71,42,7.81,scattered clouds
570,Scalea,IT,39.813,15.7956,72.43,56,77,1.79,broken clouds
571,Paamiut,GL,61.994,-49.6678,38.53,90,100,4.27,overcast clouds
572,Sola,VU,-13.8833,167.55,79.18,74,89,9.35,overcast clouds
573,Oyama,JP,36.3,139.8,73.58,74,100,0.76,overcast clouds
574,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,43,40,19.57,scattered clouds
575,Pamanukan,ID,-6.2842,107.8106,76.75,88,73,2.95,broken clouds
576,Hirara,JP,24.8,125.2833,82.02,87,100,26.73,overcast clouds
577,Honningsvag,NO,70.9821,25.9704,42.17,75,97,16.28,overcast clouds
578,Moquegua,PE,-17.1956,-70.9353,74.98,25,14,7.43,few clouds
579,Katobu,ID,-4.9408,122.5276,74.89,87,38,4.81,scattered clouds
580,Awbari,LY,26.5921,12.7805,97.74,10,0,16.58,clear sky
581,Tilichiki,RU,60.4667,166.1,39.6,87,99,0.27,overcast clouds
582,Berga,NO,60.392,5.328,63.01,72,75,4.56,broken clouds
583,Aden,YE,12.7794,45.0367,91.24,53,5,7.7,clear sky
584,Puerto Narino,CO,-3.7703,-70.3831,84.15,81,45,1.34,scattered clouds
585,Collierville,US,35.042,-89.6645,84.67,74,90,4.63,overcast clouds
586,Hovd,MN,48.0056,91.6419,53.89,30,20,13.82,few clouds
587,Yar-Sale,RU,66.8333,70.8333,42.31,64,61,9.57,broken clouds
588,Dingle,PH,10.9995,122.6711,76.28,93,46,2.13,light rain
589,Lahaina,US,20.8783,-156.6825,77.81,76,9,7.58,clear sky
590,Nicoya,CR,10.1483,-85.452,89.15,54,54,6.51,broken clouds
591,Port Maria,JM,18.3685,-76.8895,87.76,79,7,12.19,clear sky
592,Santa Cruz Cabralia,BR,-16.2781,-39.0247,80.83,69,40,8.93,scattered clouds
593,Constitucion,CL,-35.3333,-72.4167,57.4,53,69,10.07,broken clouds
594,Rapid City,US,44.0805,-103.231,93.72,35,20,1.01,few clouds
595,Flinders,AU,-34.5833,150.8552,51.39,59,79,3.0,broken clouds
596,Tahta,EG,26.7693,31.5021,87.28,17,0,15.79,clear sky
597,Mayskiy,RU,47.6931,40.1025,62.01,93,100,6.78,overcast clouds
598,Kudahuvadhoo,MV,2.6708,72.8944,83.35,76,93,14.52,overcast clouds
599,Burnie,AU,-41.0667,145.9167,48.81,75,68,7.96,broken clouds
600,Seymchan,RU,62.8833,152.4333,42.39,69,63,6.8,broken clouds
601,Yeppoon,AU,-23.1333,150.7333,51.58,64,3,7.63,clear sky
602,Dakar,SN,14.6937,-17.4441,86.88,78,19,10.89,few clouds
603,Nalut,LY,30.3333,10.85,96.17,11,24,16.71,few clouds
604,Ninghai,CN,29.2892,121.4247,67.73,95,20,2.33,few clouds
605,Sechelt,CA,49.4664,-123.7694,60.73,78,73,3.65,broken clouds
606,Malibu,US,34.005,-118.8101,76.69,80,90,1.01,overcast clouds
607,Najran,SA,17.4924,44.1277,86.09,10,10,6.78,clear sky
608,Ramnagar,IN,29.4,79.1167,83.97,38,35,6.11,scattered clouds
609,Gaoual,GN,11.75,-13.2,101.3,30,16,3.06,few clouds
610,Chumikan,RU,54.7183,135.315,34.57,96,94,1.45,overcast clouds
611,Balkhash,KZ,46.844,74.9804,64.87,33,0,20.62,clear sky
612,Hennebont,FR,47.8051,-3.2734,64.94,67,20,7.74,few clouds
613,Usevya,TZ,-7.1,31.2333,74.46,53,43,4.61,scattered clouds
614,Morant Bay,JM,17.8815,-76.4093,87.42,70,9,13.2,clear sky
615,Pilar Do Sul,BR,-23.8131,-47.7164,77.29,44,0,6.22,clear sky
616,Tecoanapa,MX,16.5167,-98.75,86.97,63,90,7.7,overcast clouds
617,Prudyanka,UA,50.2361,36.1683,59.25,95,100,6.31,light rain
618,Maningrida,AU,-12.0667,134.2667,63.73,80,51,9.22,broken clouds
619,Roald,NO,62.5833,6.1333,69.12,88,75,4.61,broken clouds
620,Kerema,PG,-7.9631,145.7785,75.22,89,88,4.92,overcast clouds
621,Zarubino,RU,42.63,131.0922,52.86,91,88,8.12,overcast clouds
622,Coxim,BR,-18.5067,-54.76,95.13,19,22,12.15,few clouds
623,Ambilobe,MG,-13.2,49.05,76.53,76,87,3.0,overcast clouds
624,Naya Bazar,IN,27.1333,88.2667,75.0,84,43,4.41,scattered clouds
625,Jiayuguan,CN,39.8167,98.3,69.28,39,100,23.91,overcast clouds
626,Sibi,PK,29.5448,67.8764,90.27,37,45,10.27,scattered clouds
627,Palana,RU,59.1167,159.9667,43.61,90,100,5.99,overcast clouds
628,Kashan,IR,33.9831,51.4364,98.01,9,11,12.82,few clouds
629,Quzhou,CN,28.9594,118.8686,66.51,87,4,1.54,clear sky
630,Mezen,RU,65.8522,44.24,55.63,76,53,8.99,light rain
631,Moree,AU,-29.4667,149.85,45.18,63,13,5.86,few clouds
632,Afogados Da Ingazeira,BR,-7.7508,-37.6392,89.53,36,0,14.58,clear sky
633,Lysva,RU,58.1086,57.8053,57.63,68,16,4.05,few clouds
634,Mvuma,ZW,-19.2792,30.5283,45.82,76,9,10.09,clear sky
635,Luang Prabang,LA,19.8856,102.1347,74.28,96,100,2.1,overcast clouds
636,Mitsamiouli,KM,-11.3847,43.2844,79.09,75,74,21.05,broken clouds
637,Husavik,IS,66.0449,-17.3389,53.49,73,53,8.9,broken clouds
638,Kirchlinteln,DE,52.95,9.3167,71.94,93,100,3.42,overcast clouds
639,Olinda,BR,-8.0089,-34.8553,80.33,65,40,10.18,scattered clouds
640,Otavi,NA,-19.65,17.3333,58.73,31,0,10.11,clear sky
641,Esmeraldas,BR,-19.7625,-44.3139,77.86,39,5,7.0,clear sky
642,Mahuta,TZ,-10.8667,39.45,70.29,64,99,4.03,overcast clouds
643,Lander,US,42.833,-108.7307,84.11,28,1,5.75,clear sky
644,Burns Lake,CA,54.2331,-125.7533,51.89,50,27,8.72,scattered clouds
645,Castrillon,ES,43.3979,-6.7922,68.22,62,20,7.2,few clouds
646,Ushtobe,KZ,45.2514,77.9838,59.81,35,1,22.75,clear sky
647,Chepareria,KE,1.3077,35.2039,63.52,79,100,2.59,overcast clouds
648,Serenje,ZM,-13.2325,30.2352,58.8,63,63,7.9,broken clouds
649,Kloulklubed,PW,7.0419,134.2556,77.5,85,100,9.08,overcast clouds
650,Arsk,RU,56.0915,49.8778,64.18,79,29,7.65,scattered clouds
651,Rio Gallegos,AR,-51.6226,-69.2181,35.65,75,0,14.97,clear sky
652,Half Moon Bay,US,37.4636,-122.4286,73.06,64,1,1.01,haze
653,Point Fortin,TT,10.1833,-61.6833,76.14,88,100,15.17,overcast clouds
654,Arkhangelskaya,RU,45.6796,40.2754,59.23,92,100,7.34,overcast clouds
655,Takhtamygda,RU,54.1,123.5667,48.63,62,1,2.28,clear sky
656,Bilma,NE,18.6853,12.9164,104.02,9,100,11.88,overcast clouds
657,Kirovskiy,RU,45.0917,133.5136,54.63,95,100,2.44,moderate rain
658,Payson,US,40.0444,-111.7321,87.33,28,1,4.21,clear sky
659,Kattivakkam,IN,13.2167,80.3167,86.07,86,100,12.5,overcast clouds
660,Kyzyl-Suu,KG,42.3414,78.0056,59.4,62,33,5.35,scattered clouds
661,Goderich,CA,43.7501,-81.7165,73.9,79,94,14.5,overcast clouds
662,Cheyenne,US,41.14,-104.8203,86.97,25,1,11.5,clear sky
663,Mtwara,TZ,-10.2667,40.1833,75.24,76,13,13.2,few clouds
664,Robertsganj,IN,24.7,83.0667,91.47,39,45,6.2,scattered clouds
665,Fonte Boa,BR,-2.4959,-66.2662,82.56,86,32,1.86,scattered clouds
666,Glyadyanskoye,RU,54.9075,65.0883,56.64,50,4,3.6,clear sky
667,Manicore,BR,-5.8092,-61.3003,93.45,45,68,3.02,broken clouds
668,Morondava,MG,-20.2833,44.2833,73.71,76,2,12.1,clear sky
669,Centralia,US,46.7162,-122.9543,59.02,77,75,5.75,moderate rain
670,Milkovo,RU,54.7167,158.6167,46.36,89,100,5.73,overcast clouds
671,Karaton,ID,-6.3424,106.1045,81.95,94,53,2.73,broken clouds
672,Pacific Grove,US,36.6177,-121.9166,67.42,74,20,3.0,few clouds
673,Bestobe,KZ,52.4994,73.0975,52.77,49,0,1.19,clear sky
674,Shaowu,CN,27.3409,117.4831,66.33,93,0,0.89,clear sky
675,Tateyama,JP,34.9833,139.8667,71.62,86,98,14.45,overcast clouds
676,Dicabisagan,PH,17.0818,122.4157,81.55,85,90,6.87,overcast clouds
677,Goma,CD,-1.6792,29.2228,64.67,87,40,4.36,light rain
678,Byron Bay,AU,-28.65,153.6167,50.88,89,8,8.97,clear sky
679,Goundam,ML,16.4145,-3.6708,111.47,7,3,12.44,clear sky
680,Egvekinot,RU,66.3167,-179.1667,32.31,83,93,1.74,overcast clouds
681,Pahrump,US,36.2083,-115.9839,98.31,15,0,1.99,clear sky
682,Tungor,RU,53.3808,142.9564,34.41,97,100,16.26,light rain
683,Tres Lagoas,BR,-20.7511,-51.6783,90.48,21,46,11.63,scattered clouds
684,Platonovka,RU,52.7106,41.952,55.98,91,48,9.31,light rain
685,Longwy,FR,49.5194,5.7688,62.82,87,100,1.01,overcast clouds
686,Alexandria,EG,31.2156,29.9553,72.1,70,0,14.94,clear sky
